source,line,literal_or_template_fragment
streamlit.py,38,page01
streamlit.py,39,page02
streamlit.py,40,page03
streamlit.py,41,page04
streamlit.py,42,page05
streamlit.py,43,page06
streamlit.py,44,page07
streamlit.py,45,page08
streamlit.py,47,page06
streamlit.py,29,📊
streamlit.py,30,wide
streamlit.py,31,expanded
streamlit.py,48,admin
streamlit.py,7,src
streamlit.py,28,app.browser_title
streamlit.py,51,app.title
streamlit.py,52,app.caption
streamlit.py,55,workflow_page
streamlit.py,56,workflow_page
streamlit.py,58,navigation.workflow
streamlit.py,60,workflow_page
streamlit.py,62,app.active_evidence
streamlit.py,8,src
streamlit.py,59,navigation.
src/components/auth.py,19,auth.title
src/components/auth.py,20,auth.caption
src/components/auth.py,21,login
src/components/auth.py,29,admin
src/components/auth.py,22,auth.username
src/components/auth.py,22,login_username
src/components/auth.py,23,auth.password
src/components/auth.py,23,password
src/components/auth.py,23,login_password
src/components/auth.py,24,auth.sign_in
src/components/auth.py,24,stretch
src/components/auth.py,32,user
src/components/auth.py,14,auth.signed_in
src/components/auth.py,15,auth.log_out
src/components/auth.py,15,stretch
src/components/auth.py,15,logout
src/components/auth.py,35,auth.invalid
src/components/auth.py,14,roles.
src/components/data_source.py,23,pipelines
src/components/data_source.py,24,pipelines
src/components/data_source.py,33,runs
src/components/data_source.py,55,analysis_root
src/components/data_source.py,62,pending_workspace
src/components/data_source.py,77,admin
src/components/data_source.py,23,docs
src/components/data_source.py,24,docs
src/components/data_source.py,27,*.png
src/components/data_source.py,37,run_summary.json
src/components/data_source.py,56,source.title
src/components/data_source.py,59,source.baseline
src/components/data_source.py,65,workspace_selector
src/components/data_source.py,68,source.workspace
src/components/data_source.py,69,workspace_selector
src/components/data_source.py,103,valid
src/components/data_source.py,22,raw
src/components/data_source.py,37,08_full_pipeline
src/components/data_source.py,78,source.standard_user
src/components/data_source.py,81,source.upload_title
src/components/data_source.py,82,source.upload_caption
src/components/data_source.py,84,source.upload_label
src/components/data_source.py,84,global_dataset_upload
src/components/data_source.py,98,source.rows
src/components/data_source.py,99,source.columns
src/components/data_source.py,99,columns
src/components/data_source.py,100,source.schema_gate
src/components/data_source.py,102,issues
src/components/data_source.py,113,source.process
src/components/data_source.py,114,primary
src/components/data_source.py,115,stretch
src/components/data_source.py,117,process_uploaded_dataset
src/components/data_source.py,120,%Y%m%dT%H%M%SZ
src/components/data_source.py,121,_
src/components/data_source.py,124,ai_jobs_market_2025_2026.csv
src/components/data_source.py,135,source.run_label
src/components/data_source.py,139,prediction_queue
src/components/data_source.py,140,last_prediction_batch
src/components/data_source.py,22,data
src/components/data_source.py,37,outputs
src/components/data_source.py,42,source.run_label
src/components/data_source.py,84,csv
src/components/data_source.py,87,source.no_file
src/components/data_source.py,100,status.pass
src/components/data_source.py,100,status.fail
src/components/data_source.py,104,source.schema_passed
src/components/data_source.py,106,source.schema_failed
src/components/data_source.py,108,stretch
src/components/data_source.py,109,source.expected_columns
src/components/data_source.py,110,stretch
src/components/data_source.py,122,runs
src/components/data_source.py,124,raw
src/components/data_source.py,141,source.completed
src/components/data_source.py,93,source.parse_failed
src/components/data_source.py,98,rows
src/components/data_source.py,98,","
src/components/data_source.py,100,valid
src/components/data_source.py,110,field_table
src/components/data_source.py,116,valid
src/components/data_source.py,124,data
src/components/data_source.py,126,source.running
src/components/data_source.py,136,best_model
src/components/data_source.py,40,utf-8
src/components/data_source.py,43,best_model
src/components/data_source.py,43,?
src/components/data_source.py,109,valid
src/components/data_source.py,136,raw_shape
src/components/data_source.py,43,raw_shape
src/components/data_source.py,131,source.stopped
src/components/data_source.py,43,?
src/components/language.py,9,app_language
src/components/language.py,25,EN
src/components/language.py,34,settings.language
src/components/language.py,22,*.json
src/pages/common.py,32,info
src/pages/common.py,208,info
src/pages/common.py,29,$
src/pages/common.py,40,"
    <style>
    .block-container {padding-top: 1.0rem; padding-bottom: 2rem; max-width: 1580px;}
    [data-testid=""stMetric""] {
        background: rgba(125, 160, 210, 0.08) !important;
        border: 1px solid rgba(125, 160, 210, 0.22) !important;
        padding: 12px 14px !important;
        border-radius: 12px !important;
    }
    [data-testid=""stMetricLabel""] {
        font-size: 0.85rem !important;
        font-weight: 500 !important;
        opacity: 0.88 !important;
    }
    [data-testid=""stMetricValue""] {
        font-size: 1.35rem !important;
        font-weight: 700 !important;
        word-break: break-word !important;
        white-space: normal !important;
    }
    .stage-note {background: rgba(88, 191, 163, 0.1); border-left: 5px solid #58bfa3; padding: 12px 16px; border-radius: 8px; margin: 8px 0 14px 0;}
    .small-note {background: rgba(246, 227, 178, 0.1); border: 1px solid rgba(246, 227, 178, 0.3); padding: 10px 14px; border-radius: 10px;}
    </style>
    "
src/pages/common.py,81,closest
src/pages/common.py,146,No data available for the current filters.
src/pages/common.py,147,Job Domain
src/pages/common.py,158,Skills
src/pages/common.py,165,Experience
src/pages/common.py,172,Company
src/pages/common.py,183,Geography
src/pages/common.py,190,Demand / Benefits
src/pages/common.py,220,🔎
src/pages/common.py,222,#f4f9ff
src/pages/common.py,229,#9bc8f2
src/pages/common.py,19,r
src/pages/common.py,24,r
src/pages/common.py,78,margin
src/pages/common.py,79,margin
src/pages/common.py,80,hovermode
src/pages/common.py,81,hovermode
src/pages/common.py,85,stretch
src/pages/common.py,113,#### 
src/pages/common.py,114,stretch
src/pages/common.py,116,common.download_csv
src/pages/common.py,117,utf-8
src/pages/common.py,119,text/csv
src/pages/common.py,156,.
src/pages/common.py,163,.
src/pages/common.py,170,.
src/pages/common.py,181,.
src/pages/common.py,188,.
src/pages/common.py,198,.
src/pages/common.py,219,interpretation.title
src/pages/common.py,230,<div><b>
src/pages/common.py,230,</b> 
src/pages/common.py,230,</div>
src/pages/common.py,232,"
        <div style=""background:"
src/pages/common.py,233,;border:1px solid 
src/pages/common.py,233,;border-left:5px solid 
src/pages/common.py,233,";padding:12px 15px;border-radius:10px;margin:8px 0 16px 0;"">
          <div style=""font-weight:700;margin-bottom:6px;"">"
src/pages/common.py,234,"</div>
          <div><b>"
src/pages/common.py,235,</b> 
src/pages/common.py,235,"</div>
          <div><b>"
src/pages/common.py,236,</b> 
src/pages/common.py,236,"</div>
          "
src/pages/common.py,237,"
        </div>
        "
src/pages/common.py,15,outputs
src/pages/common.py,19,utf-8
src/pages/common.py,24,utf-8
src/pages/common.py,29,",.0f"
src/pages/common.py,35,info
src/pages/common.py,85,displaylogo
src/pages/common.py,85,responsive
src/pages/common.py,120,dl_
src/pages/common.py,132,h
src/pages/common.py,137,outside
src/pages/common.py,140,"%{text:,.2f}"
src/pages/common.py,140,outside
src/pages/common.py,154,Dominant job-domain labels by cluster: 
src/pages/common.py,161,Average normalized skill count by cluster: 
src/pages/common.py,168,Mean years of experience by cluster: 
src/pages/common.py,179,Most common company size by cluster: 
src/pages/common.py,186,Most common country by cluster: 
src/pages/common.py,193,Demand/benefits means by cluster: 
src/pages/common.py,220,info
src/pages/common.py,220,success
src/pages/common.py,220,warning
src/pages/common.py,220,error
src/pages/common.py,220,🔎
src/pages/common.py,220,✅
src/pages/common.py,220,⚠️
src/pages/common.py,220,⛔
src/pages/common.py,221,info
src/pages/common.py,221,success
src/pages/common.py,221,warning
src/pages/common.py,221,error
src/pages/common.py,221,#f4f9ff
src/pages/common.py,221,#f2fbf5
src/pages/common.py,221,#fff9ed
src/pages/common.py,221,#fff2f2
src/pages/common.py,225,info
src/pages/common.py,226,success
src/pages/common.py,227,warning
src/pages/common.py,228,error
src/pages/common.py,225,#9bc8f2
src/pages/common.py,226,#9bd7ad
src/pages/common.py,227,#f3c96b
src/pages/common.py,228,#ef9b9b
src/pages/common.py,19,outputs
src/pages/common.py,24,artifacts
src/pages/common.py,118,.csv
src/pages/common.py,137,"%{text:,.0f}"
src/pages/common.py,230,interpretation.action
src/pages/common.py,235,interpretation.observed
src/pages/common.py,236,interpretation.meaning
src/pages/common.py,35,info
src/pages/common.py,35,warning
src/pages/common.py,35,success
src/pages/common.py,35,error
src/pages/common.py,98,_
src/pages/common.py,155,; 
src/pages/common.py,162,; 
src/pages/common.py,169,; 
src/pages/common.py,180,; 
src/pages/common.py,187,; 
src/pages/common.py,194,; 
src/pages/common.py,149,job_category
src/pages/common.py,155,C
src/pages/common.py,155,: 
src/pages/common.py,162,C
src/pages/common.py,162,: 
src/pages/common.py,169,C
src/pages/common.py,169,: 
src/pages/common.py,174,company_size
src/pages/common.py,180,C
src/pages/common.py,180,: 
src/pages/common.py,184,country
src/pages/common.py,187,C
src/pages/common.py,187,: 
src/pages/common.py,195,C
src/pages/common.py,195,: demand 
src/pages/common.py,195,", benefits "
src/pages/common.py,149,cluster
src/pages/common.py,174,cluster
src/pages/common.py,184,cluster
src/pages/common.py,191,cluster
src/pages/common.py,191,demand_score
src/pages/common.py,191,benefits_score_10
src/pages/common.py,159,skill_count
src/pages/common.py,166,years_of_experience
src/pages/common.py,159,cluster
src/pages/common.py,166,cluster
src/pages/model_evidence.py,15,validation
src/pages/model_evidence.py,16,training
src/pages/model_evidence.py,17,development
src/pages/model_evidence.py,18,historical_test
src/pages/model_evidence.py,19,threshold
src/pages/model_evidence.py,20,prediction
src/pages/model_evidence.py,21,uncertainty
src/pages/model_evidence.py,22,actual
src/pages/model_evidence.py,23,neutral
src/pages/model_evidence.py,15,#1976D2
src/pages/model_evidence.py,16,#F28E2B
src/pages/model_evidence.py,17,#F28E2B
src/pages/model_evidence.py,18,#D32F2F
src/pages/model_evidence.py,19,#B71C1C
src/pages/model_evidence.py,20,#00897B
src/pages/model_evidence.py,21,#F9A825
src/pages/model_evidence.py,22,#C62828
src/pages/model_evidence.py,23,#6B7280
src/pages/model_evidence.py,25,P1
src/pages/model_evidence.py,25,P2
src/pages/model_evidence.py,25,P3
src/pages/model_evidence.py,25,stretch
src/pages/model_evidence.py,26,#00897B
src/pages/model_evidence.py,26,#1976D2
src/pages/model_evidence.py,26,#00796B
src/pages/model_evidence.py,26,#1565C0
src/pages/model_evidence.py,28,MAE
src/pages/model_evidence.py,29,MedAE
src/pages/model_evidence.py,30,RMSE
src/pages/model_evidence.py,31,R²
src/pages/model_evidence.py,32,CV
src/pages/model_evidence.py,33,Residual
src/pages/model_evidence.py,34,q90
src/pages/model_evidence.py,28,Mean absolute error: the average absolute dollar difference between prediction and actual salary; lower is better.
src/pages/model_evidence.py,29,"Median absolute error: the middle absolute dollar error, which is less influenced by extreme misses."
src/pages/model_evidence.py,30,Root mean squared error: a dollar error measure that gives larger misses more weight; lower is better.
src/pages/model_evidence.py,31,"Explained variance relative to a mean baseline. One is ideal, zero matches the baseline, and negative values are worse than it."
src/pages/model_evidence.py,32,Cross-validation: repeated development-period evaluation. Here the folds follow recorded temporal order.
src/pages/model_evidence.py,33,Actual salary minus predicted salary. Positive means the model predicted below the actual value.
src/pages/model_evidence.py,34,"The 90th percentile of historical absolute error. It is an empirical reference, not a guaranteed confidence interval."
src/pages/model_evidence.py,71,Evidence conclusion
src/pages/model_evidence.py,85,files
src/pages/model_evidence.py,110,Dummy Median
src/pages/model_evidence.py,111,Reference baseline
src/pages/model_evidence.py,112,validation_MAE_mean
src/pages/model_evidence.py,114,Insufficient evidence
src/pages/model_evidence.py,115,Below baseline
src/pages/model_evidence.py,115,At/above baseline
src/pages/model_evidence.py,128,available
src/pages/model_evidence.py,129,finding
src/pages/model_evidence.py,130,why_it_matters
src/pages/model_evidence.py,131,limit
src/pages/model_evidence.py,132,decision_or_use
src/pages/model_evidence.py,130,The report will not infer a result from incomplete evidence.
src/pages/model_evidence.py,131,Restore or regenerate evidence that matches the current data format before interpretation.
src/pages/model_evidence.py,137,model
src/pages/model_evidence.py,137,validation_MAE_mean
src/pages/model_evidence.py,147,validation_MAE_mean
src/pages/model_evidence.py,158,Dummy-relative improvement is unavailable
src/pages/model_evidence.py,160,available
src/pages/model_evidence.py,161,finding
src/pages/model_evidence.py,165,why_it_matters
src/pages/model_evidence.py,166,limit
src/pages/model_evidence.py,167,decision_or_use
src/pages/model_evidence.py,166,This ranks frozen candidate configurations on DEV folds; it does not replace the saved-model identity or prove a causal fit diagnosis.
src/pages/model_evidence.py,167,"Use this ranking to compare candidate-family evidence, not to auto-promote a model."
src/pages/model_evidence.py,172,model
src/pages/model_evidence.py,172,fold_id
src/pages/model_evidence.py,172,validation_MAE
src/pages/model_evidence.py,180,validation_period
src/pages/model_evidence.py,184,available
src/pages/model_evidence.py,185,finding
src/pages/model_evidence.py,189,why_it_matters
src/pages/model_evidence.py,190,limit
src/pages/model_evidence.py,191,decision_or_use
src/pages/model_evidence.py,190,Fold variation is descriptive and does not identify the economic or modeling cause.
src/pages/model_evidence.py,191,Review the weakest period before relying on the mean alone.
src/pages/model_evidence.py,196,MAE
src/pages/model_evidence.py,196,MedAE
src/pages/model_evidence.py,196,RMSE
src/pages/model_evidence.py,196,R2
src/pages/model_evidence.py,209,decreased
src/pages/model_evidence.py,213,increased
src/pages/model_evidence.py,215,available
src/pages/model_evidence.py,216,finding
src/pages/model_evidence.py,217,why_it_matters
src/pages/model_evidence.py,218,limit
src/pages/model_evidence.py,219,decision_or_use
src/pages/model_evidence.py,219,"Use the paired metrics as retrospective generalization diagnostics, not a future guarantee."
src/pages/model_evidence.py,224,q90_abs_error_usd
src/pages/model_evidence.py,224,coverage
src/pages/model_evidence.py,224,row_count
src/pages/model_evidence.py,224,RMSE
src/pages/model_evidence.py,224,MedAE
src/pages/model_evidence.py,231,available
src/pages/model_evidence.py,232,finding
src/pages/model_evidence.py,236,why_it_matters
src/pages/model_evidence.py,241,limit
src/pages/model_evidence.py,242,decision_or_use
src/pages/model_evidence.py,241,Coverage was measured on the same historically scored population; it is not a calibrated future confidence interval.
src/pages/model_evidence.py,242,Use the band as an empirical risk reference alongside the point estimate.
src/pages/model_evidence.py,247,feature_variant
src/pages/model_evidence.py,247,evaluation
src/pages/model_evidence.py,247,MAE
src/pages/model_evidence.py,247,row_count
src/pages/model_evidence.py,271,available
src/pages/model_evidence.py,272,finding
src/pages/model_evidence.py,273,why_it_matters
src/pages/model_evidence.py,274,limit
src/pages/model_evidence.py,275,decision_or_use
src/pages/model_evidence.py,273,The comparison isolates the fixed feature-set change on the same historical population.
src/pages/model_evidence.py,274,Top-2 reused frozen full-model settings and was not independently tuned or promoted from test results.
src/pages/model_evidence.py,275,Use Top-2 for the controlled two-input scenario UI; do not infer causal feature sufficiency.
src/pages/model_evidence.py,282,hyperparameter
src/pages/model_evidence.py,282,optimal_value
src/pages/model_evidence.py,282,best_cv_r2
src/pages/model_evidence.py,282,best_cv_mae
src/pages/model_evidence.py,290,available
src/pages/model_evidence.py,291,finding
src/pages/model_evidence.py,292,why_it_matters
src/pages/model_evidence.py,293,limit
src/pages/model_evidence.py,294,decision_or_use
src/pages/model_evidence.py,292,The displayed sweeps show local sensitivity around the inherited workflow rather than a new UI-time search.
src/pages/model_evidence.py,293,The search was non-nested DEV evaluation ranked by R²; sweep winners do not independently establish future optimality.
src/pages/model_evidence.py,294,Read applied settings from the saved model contract and use sweeps only as supporting evidence.
src/pages/model_evidence.py,299,predicted_salary_usd
src/pages/model_evidence.py,299,validation_mode
src/pages/model_evidence.py,309,scenario
src/pages/model_evidence.py,309,scenarios
src/pages/model_evidence.py,310,actual
src/pages/model_evidence.py,310,actuals
src/pages/model_evidence.py,312,available
src/pages/model_evidence.py,313,finding
src/pages/model_evidence.py,317,why_it_matters
src/pages/model_evidence.py,321,limit
src/pages/model_evidence.py,327,decision_or_use
src/pages/model_evidence.py,327,Compare controlled scenarios; do not treat point estimates or bands as compensation guarantees.
src/pages/model_evidence.py,342,train_MAE_mean
src/pages/model_evidence.py,411,fold_id
src/pages/model_evidence.py,474,MAE
src/pages/model_evidence.py,474,MedAE
src/pages/model_evidence.py,474,RMSE
src/pages/model_evidence.py,541,actual_salary_usd
src/pages/model_evidence.py,55,**Report question**
src/pages/model_evidence.py,63,How to read these metrics
src/pages/model_evidence.py,78,decision_or_use
src/pages/model_evidence.py,87,.csv
src/pages/model_evidence.py,105,Top-2 model is unavailable
src/pages/model_evidence.py,110,model
src/pages/model_evidence.py,120,coerce
src/pages/model_evidence.py,129,Conclusion unavailable — missing 
src/pages/model_evidence.py,129,.
src/pages/model_evidence.py,143,at least two candidate validation-MAE rows
src/pages/model_evidence.py,149,at least two finite candidate validation-MAE rows
src/pages/model_evidence.py,152,Dummy Median
src/pages/model_evidence.py,156,% lower than the Dummy reference
src/pages/model_evidence.py,162, has the lowest mean temporal-validation MAE at $
src/pages/model_evidence.py,163,.
src/pages/model_evidence.py,165,It leads 
src/pages/model_evidence.py,165, by $
src/pages/model_evidence.py,165, and is 
src/pages/model_evidence.py,165,.
src/pages/model_evidence.py,181, (
src/pages/model_evidence.py,181,)
src/pages/model_evidence.py,186,Fold 
src/pages/model_evidence.py,186, is the weakest 
src/pages/model_evidence.py,186, period at $
src/pages/model_evidence.py,187, validation MAE.
src/pages/model_evidence.py,189,Validation MAE spans $
src/pages/model_evidence.py,189," across the recorded folds, so performance is not temporally uniform."
src/pages/model_evidence.py,198,matching CV and historical-test metrics
src/pages/model_evidence.py,206,finite matching CV and historical-test metrics
src/pages/model_evidence.py,209,increased
src/pages/model_evidence.py,209,was unchanged
src/pages/model_evidence.py,213,decreased
src/pages/model_evidence.py,213,was unchanged
src/pages/model_evidence.py,216,Historical-test MAE 
src/pages/model_evidence.py,216, by $
src/pages/model_evidence.py,216, versus final-configuration DEV CV.
src/pages/model_evidence.py,217,Median absolute error changed by 
src/pages/model_evidence.py,217, USD; test RMSE is $
src/pages/model_evidence.py,217,.
src/pages/model_evidence.py,218,R² 
src/pages/model_evidence.py,218, by 
src/pages/model_evidence.py,218,; the historical test was already exposed to scoring and is not pristine.
src/pages/model_evidence.py,228,"q90, coverage, population, RMSE and MedAE"
src/pages/model_evidence.py,233,The ±$
src/pages/model_evidence.py,233, historical-error band covers 
src/pages/model_evidence.py,234, of 
src/pages/model_evidence.py,234, scored rows.
src/pages/model_evidence.py,239,The RMSE/MedAE tail ratio is unavailable because MedAE is zero.
src/pages/model_evidence.py,253,feature_variant
src/pages/model_evidence.py,255,matched full and Top-2 historical-test rows
src/pages/model_evidence.py,256,full
src/pages/model_evidence.py,256,top2
src/pages/model_evidence.py,258,finite full and Top-2 historical-test MAE
src/pages/model_evidence.py,260,equal full and Top-2 historical-test populations
src/pages/model_evidence.py,263,Top-2 historical-test MAE is $
src/pages/model_evidence.py,263, lower than the full model on 
src/pages/model_evidence.py,263, matched rows.
src/pages/model_evidence.py,284,validated tuning sensitivity summary
src/pages/model_evidence.py,286,", "
src/pages/model_evidence.py,291,The inherited evidence records 
src/pages/model_evidence.py,291, one-parameter sensitivity sweeps; the saved model applies 
src/pages/model_evidence.py,291,.
src/pages/model_evidence.py,301,a current nonempty prediction result snapshot
src/pages/model_evidence.py,302,coerce
src/pages/model_evidence.py,304,finite batch predictions
src/pages/model_evidence.py,306,a finite nonnegative q90 error reference
src/pages/model_evidence.py,314, range from $
src/pages/model_evidence.py,314, to $
src/pages/model_evidence.py,315, in predicted annual salary.
src/pages/model_evidence.py,318,The batch has 
src/pages/model_evidence.py,318, known 
src/pages/model_evidence.py,318,; the empirical historical-error reference is ±$
src/pages/model_evidence.py,319,.
src/pages/model_evidence.py,325,"All scenarios use strict observed DEV bounds, but historical q90 still does not guarantee future coverage."
src/pages/model_evidence.py,337,Validation MAE
src/pages/model_evidence.py,339,outside
src/pages/model_evidence.py,353,validation_MAE_mean
src/pages/model_evidence.py,362,Train and temporal-validation error
src/pages/model_evidence.py,365,group
src/pages/model_evidence.py,375,validation_MAE_mean
src/pages/model_evidence.py,380,Validation / train MAE
src/pages/model_evidence.py,382,outside
src/pages/model_evidence.py,388,Validation R²
src/pages/model_evidence.py,389,y2
src/pages/model_evidence.py,390,lines+markers+text
src/pages/model_evidence.py,392,top center
src/pages/model_evidence.py,397,Error ratio and explained variance
src/pages/model_evidence.py,416,Validation MAE
src/pages/model_evidence.py,418,outside
src/pages/model_evidence.py,424,Train MAE
src/pages/model_evidence.py,425,lines+markers+text
src/pages/model_evidence.py,427,top center
src/pages/model_evidence.py,450,markers
src/pages/model_evidence.py,451,Historical test rows
src/pages/model_evidence.py,453,"Actual $%{x:,.0f}<br>Predicted $%{y:,.0f}<extra></extra>"
src/pages/model_evidence.py,459,lines
src/pages/model_evidence.py,460,Ideal y=x
src/pages/model_evidence.py,464,Historical test: actual vs predicted
src/pages/model_evidence.py,479,Historical test
src/pages/model_evidence.py,481,outside
src/pages/model_evidence.py,487,DEV CV
src/pages/model_evidence.py,488,lines+markers+text
src/pages/model_evidence.py,490,top center
src/pages/model_evidence.py,495,Frozen full configuration: dollar-error metrics
src/pages/model_evidence.py,525,Prediction
src/pages/model_evidence.py,527,outside
src/pages/model_evidence.py,530,"%{x}<br>%{hovertext}<br>Prediction $%{y:,.0f}<extra></extra>"
src/pages/model_evidence.py,553,Salary predictions with empirical historical-error whiskers
src/pages/model_evidence.py,57,**Current takeaway:** 
src/pages/model_evidence.py,58,Evidence: 
src/pages/model_evidence.py,59,Main limitation: 
src/pages/model_evidence.py,74,**
src/pages/model_evidence.py,74,**
src/pages/model_evidence.py,75,**Finding:** 
src/pages/model_evidence.py,76,**Why it matters:** 
src/pages/model_evidence.py,77,**Limit:** 
src/pages/model_evidence.py,86,path
src/pages/model_evidence.py,95,evidence file is unavailable: 
src/pages/model_evidence.py,96,utf-8
src/pages/model_evidence.py,106,path
src/pages/model_evidence.py,144,validation_MAE_mean
src/pages/model_evidence.py,178,fold validation MAE for 
src/pages/model_evidence.py,237,RMSE is 
src/pages/model_evidence.py,237,"× MedAE, indicating that larger errors materially affect the average squared error."
src/pages/model_evidence.py,249,historical_test
src/pages/model_evidence.py,265,Top-2 historical-test MAE is $
src/pages/model_evidence.py,265, higher than the full model on 
src/pages/model_evidence.py,265, matched rows.
src/pages/model_evidence.py,268,Top-2 and full historical-test MAE are equal on 
src/pages/model_evidence.py,268, matched rows.
src/pages/model_evidence.py,285,. 
src/pages/model_evidence.py,287,=
src/pages/model_evidence.py,322, extrapolated scenario(s) fall outside observed DEV experience bounds; historical q90 coverage is unvalidated there.
src/pages/model_evidence.py,332,validation_MAE_mean
src/pages/model_evidence.py,335,model
src/pages/model_evidence.py,336,validation_MAE_mean
src/pages/model_evidence.py,340,validation
src/pages/model_evidence.py,346,Train MAE
src/pages/model_evidence.py,347,lines+markers+text
src/pages/model_evidence.py,349,top center
src/pages/model_evidence.py,353,Dummy Median
src/pages/model_evidence.py,357,dash
src/pages/model_evidence.py,359,Dummy median
src/pages/model_evidence.py,374,validation_MAE_mean
src/pages/model_evidence.py,383,validation
src/pages/model_evidence.py,393,training
src/pages/model_evidence.py,394,training
src/pages/model_evidence.py,419,validation
src/pages/model_evidence.py,428,training
src/pages/model_evidence.py,429,training
src/pages/model_evidence.py,432,: fold-by-fold MAE
src/pages/model_evidence.py,452,job_title
src/pages/model_evidence.py,454,prediction
src/pages/model_evidence.py,482,historical_test
src/pages/model_evidence.py,491,development
src/pages/model_evidence.py,492,development
src/pages/model_evidence.py,508, · 
src/pages/model_evidence.py,528,prediction
src/pages/model_evidence.py,546,Known historical actual
src/pages/model_evidence.py,547,markers+text
src/pages/model_evidence.py,550,top center
src/pages/model_evidence.py,564,mae_increase_usd
src/pages/model_evidence.py,569,h
src/pages/model_evidence.py,572,outside
src/pages/model_evidence.py,578,Historical-test raw-feature permutation reliance · Top 
src/pages/model_evidence.py,43,unknown chart priority: 
src/pages/model_evidence.py,79,**Decision/use:** 
src/pages/model_evidence.py,93,files
src/pages/model_evidence.py,101,files
src/pages/model_evidence.py,101,top2_model.joblib
src/pages/model_evidence.py,156,.1f
src/pages/model_evidence.py,163,",.0f"
src/pages/model_evidence.py,165,",.0f"
src/pages/model_evidence.py,174,validation_MAE
src/pages/model_evidence.py,187,",.0f"
src/pages/model_evidence.py,189,",.0f"
src/pages/model_evidence.py,216,",.0f"
src/pages/model_evidence.py,217,"+,.0f"
src/pages/model_evidence.py,217,",.0f"
src/pages/model_evidence.py,218,.3f
src/pages/model_evidence.py,233,",.0f"
src/pages/model_evidence.py,234,.1%
src/pages/model_evidence.py,254,full
src/pages/model_evidence.py,254,top2
src/pages/model_evidence.py,263,",.0f"
src/pages/model_evidence.py,308,experience_exception
src/pages/model_evidence.py,314,",.0f"
src/pages/model_evidence.py,315,",.0f"
src/pages/model_evidence.py,319,",.0f"
src/pages/model_evidence.py,338,$
src/pages/model_evidence.py,344,model
src/pages/model_evidence.py,345,train_MAE_mean
src/pages/model_evidence.py,350,training
src/pages/model_evidence.py,351,training
src/pages/model_evidence.py,358,threshold
src/pages/model_evidence.py,363,Frozen candidate configuration
src/pages/model_evidence.py,364,"MAE (USD, lower is better)"
src/pages/model_evidence.py,364,",.0f"
src/pages/model_evidence.py,368,hide
src/pages/model_evidence.py,375,train_MAE_mean
src/pages/model_evidence.py,381,—
src/pages/model_evidence.py,399,MAE ratio
src/pages/model_evidence.py,401,Validation R²
src/pages/model_evidence.py,401,y
src/pages/model_evidence.py,401,right
src/pages/model_evidence.py,405,hide
src/pages/model_evidence.py,417,$
src/pages/model_evidence.py,433,Fold
src/pages/model_evidence.py,434,USD
src/pages/model_evidence.py,434,",.0f"
src/pages/model_evidence.py,437,hide
src/pages/model_evidence.py,461,dash
src/pages/model_evidence.py,465,Actual USD
src/pages/model_evidence.py,465,",.0f"
src/pages/model_evidence.py,466,Predicted USD
src/pages/model_evidence.py,466,",.0f"
src/pages/model_evidence.py,480,$
src/pages/model_evidence.py,489,$
src/pages/model_evidence.py,497,USD
src/pages/model_evidence.py,497,",.0f"
src/pages/model_evidence.py,500,hide
src/pages/model_evidence.py,526,$
src/pages/model_evidence.py,532,data
src/pages/model_evidence.py,554,Scenario ID
src/pages/model_evidence.py,555,Annual salary (USD)
src/pages/model_evidence.py,555,",.0f"
src/pages/model_evidence.py,558,hide
src/pages/model_evidence.py,573,validation
src/pages/model_evidence.py,579,MAE increase (USD)
src/pages/model_evidence.py,579,",.0f"
src/pages/model_evidence.py,583,hide
src/pages/model_evidence.py,67,**
src/pages/model_evidence.py,67,:** 
src/pages/model_evidence.py,75,finding
src/pages/model_evidence.py,76,why_it_matters
src/pages/model_evidence.py,77,limit
src/pages/model_evidence.py,96,path
src/pages/model_evidence.py,237,.1f
src/pages/model_evidence.py,265,",.0f"
src/pages/model_evidence.py,287,unavailable
src/pages/model_evidence.py,338,validation_MAE_mean
src/pages/model_evidence.py,348,train_MAE_mean
src/pages/model_evidence.py,381,×
src/pages/model_evidence.py,426,$
src/pages/model_evidence.py,461,neutral
src/pages/model_evidence.py,536,uncertainty
src/pages/model_evidence.py,548,diamond
src/pages/model_evidence.py,549,$
src/pages/model_evidence.py,570,data
src/pages/model_evidence.py,571,$
src/pages/model_evidence.py,79,decision_or_use
src/pages/model_evidence.py,307,absolute_error_usd
src/pages/model_evidence.py,338,",.0f"
src/pages/model_evidence.py,348,$
src/pages/model_evidence.py,417,",.0f"
src/pages/model_evidence.py,480,",.0f"
src/pages/model_evidence.py,489,",.0f"
src/pages/model_evidence.py,526,",.0f"
src/pages/model_evidence.py,548,actual
src/pages/model_evidence.py,93,path
src/pages/model_evidence.py,101,path
src/pages/model_evidence.py,381,.1f
src/pages/model_evidence.py,391,.3f
src/pages/model_evidence.py,426,",.0f"
src/pages/model_evidence.py,511,job_title
src/pages/model_evidence.py,512,job_category
src/pages/model_evidence.py,513, years
src/pages/model_evidence.py,549,",.0f"
src/pages/model_evidence.py,571,",.0f"
src/pages/model_evidence.py,348,",.0f"
src/pages/model_evidence.py,514,years_of_experience
src/pages/model_evidence.py,513,years_of_experience
src/pages/model_evidence.py,513,g
