source,line,literal_or_template_fragment
src/pages/page01_data_basic_clean.py,592,city
src/pages/page01_data_basic_clean.py,596,Highest mean salary in the current chart is 
src/pages/page01_data_basic_clean.py,596, at 
src/pages/page01_data_basic_clean.py,596, across 
src/pages/page01_data_basic_clean.py,596, record(s).
src/pages/page01_data_basic_clean.py,610,The direction is diagnostic only and may reflect the known synthetic-looking experience artifact.
src/pages/page01_data_basic_clean.py,611,Compare this chart with Stage 5 ablation and temporal CV rather than treating it as a labor-market law.
src/pages/page01_data_basic_clean.py,612,warning
src/pages/page01_data_basic_clean.py,615,demand_score
src/pages/page01_data_basic_clean.py,615,benefits_score_10
src/pages/page01_data_basic_clean.py,624,"Scatter structure shows association strength and heterogeneity, not causality."
src/pages/page01_data_basic_clean.py,625,Use this as exploratory evidence only; model selection remains based on temporal validation.
src/pages/page01_data_basic_clean.py,626,info
src/pages/page01_data_basic_clean.py,640,outputs/01_data_basic_clean/categorical_frequency_summary.csv
src/pages/page01_data_basic_clean.py,643,01_data_basic_clean/categorical_frequency_summary.csv
src/pages/page01_data_basic_clean.py,125,annual_salary_usd
src/pages/page01_data_basic_clean.py,125,Annual salary (USD)
src/pages/page01_data_basic_clean.py,130,Mean 
src/pages/page01_data_basic_clean.py,135,Median 
src/pages/page01_data_basic_clean.py,143,Metric
src/pages/page01_data_basic_clean.py,144,Value
src/pages/page01_data_basic_clean.py,177,outputs/01_data_basic_clean/numeric_descriptive_summary.csv
src/pages/page01_data_basic_clean.py,179,01_data_basic_clean/numeric_descriptive_summary.csv
src/pages/page01_data_basic_clean.py,180,stretch
src/pages/page01_data_basic_clean.py,187,invalid_category_rows_removed
src/pages/page01_data_basic_clean.py,187,clean_rows
src/pages/page01_data_basic_clean.py,187,","
src/pages/page01_data_basic_clean.py,187,clean_columns
src/pages/page01_data_basic_clean.py,195,unique
src/pages/page01_data_basic_clean.py,259,.1f
src/pages/page01_data_basic_clean.py,259,","
src/pages/page01_data_basic_clean.py,273,experience_level
src/pages/page01_data_basic_clean.py,274,years_of_experience
src/pages/page01_data_basic_clean.py,275,outliers
src/pages/page01_data_basic_clean.py,276,Years of Experience by Experience Level
src/pages/page01_data_basic_clean.py,292,metric
src/pages/page01_data_basic_clean.py,293,salary
src/pages/page01_data_basic_clean.py,297,experience_level
src/pages/page01_data_basic_clean.py,298,salary
src/pages/page01_data_basic_clean.py,299,metric
src/pages/page01_data_basic_clean.py,300,group
src/pages/page01_data_basic_clean.py,301,salary
src/pages/page01_data_basic_clean.py,302,Annual Salary by Experience Level
src/pages/page01_data_basic_clean.py,304,"$%{text:,.0f}"
src/pages/page01_data_basic_clean.py,304,outside
src/pages/page01_data_basic_clean.py,320,lines+markers+text
src/pages/page01_data_basic_clean.py,322,top center
src/pages/page01_data_basic_clean.py,323,Mean
src/pages/page01_data_basic_clean.py,330,lines+markers
src/pages/page01_data_basic_clean.py,331,Median
src/pages/page01_data_basic_clean.py,376,p1_range_status
src/pages/page01_data_basic_clean.py,386,p1_range_hist
src/pages/page01_data_basic_clean.py,410,Actual Salary vs Stated Salary Bounds
src/pages/page01_data_basic_clean.py,411,Records sorted by actual salary
src/pages/page01_data_basic_clean.py,412,USD
src/pages/page01_data_basic_clean.py,418,% of filtered records fall outside the stated salary_min_usd / salary_max_usd range.
src/pages/page01_data_basic_clean.py,443,p1_tier_status
src/pages/page01_data_basic_clean.py,453,p1_tier_heat
src/pages/page01_data_basic_clean.py,456,salary_tier
src/pages/page01_data_basic_clean.py,457,annual_salary_usd
src/pages/page01_data_basic_clean.py,458,tier_status
src/pages/page01_data_basic_clean.py,460,Observed Salary Distribution by Stated Tier
src/pages/page01_data_basic_clean.py,466,% of filtered records have a stated salary tier that disagrees with the tier implied by annual_salary_usd.
src/pages/page01_data_basic_clean.py,503,records
src/pages/page01_data_basic_clean.py,517,mean_salary
src/pages/page01_data_basic_clean.py,518,country
src/pages/page01_data_basic_clean.py,519,mean_salary
src/pages/page01_data_basic_clean.py,520,h
src/pages/page01_data_basic_clean.py,521,mean_salary
src/pages/page01_data_basic_clean.py,523,Mean Salary by Country
src/pages/page01_data_basic_clean.py,525,"$%{text:,.0f}"
src/pages/page01_data_basic_clean.py,525,outside
src/pages/page01_data_basic_clean.py,533,mean_salary
src/pages/page01_data_basic_clean.py,546,Salary by years of experience
src/pages/page01_data_basic_clean.py,585,","
src/pages/page01_data_basic_clean.py,588,mean_salary
src/pages/page01_data_basic_clean.py,592,Salary by country
src/pages/page01_data_basic_clean.py,605,nan
src/pages/page01_data_basic_clean.py,609,Current-filter Pearson correlation between years_of_experience and salary is 
src/pages/page01_data_basic_clean.py,609,.
src/pages/page01_data_basic_clean.py,615,Demand score vs salary
src/pages/page01_data_basic_clean.py,619,nan
src/pages/page01_data_basic_clean.py,623,Current-filter correlation between 
src/pages/page01_data_basic_clean.py,623, and salary is 
src/pages/page01_data_basic_clean.py,623,.
src/pages/page01_data_basic_clean.py,25,","
src/pages/page01_data_basic_clean.py,26,","
src/pages/page01_data_basic_clean.py,28,","
src/pages/page01_data_basic_clean.py,32,","
src/pages/page01_data_basic_clean.py,33,","
src/pages/page01_data_basic_clean.py,89,raw_rows
src/pages/page01_data_basic_clean.py,89,","
src/pages/page01_data_basic_clean.py,91,clean_rows
src/pages/page01_data_basic_clean.py,91,","
src/pages/page01_data_basic_clean.py,143,Rows
src/pages/page01_data_basic_clean.py,143,Min
src/pages/page01_data_basic_clean.py,143,Q1
src/pages/page01_data_basic_clean.py,143,Median
src/pages/page01_data_basic_clean.py,143,Mean
src/pages/page01_data_basic_clean.py,143,Q3
src/pages/page01_data_basic_clean.py,143,Max
src/pages/page01_data_basic_clean.py,143,Std
src/pages/page01_data_basic_clean.py,231,raw_rows
src/pages/page01_data_basic_clean.py,231,clean_rows
src/pages/page01_data_basic_clean.py,231,raw_columns
src/pages/page01_data_basic_clean.py,231,clean_columns
src/pages/page01_data_basic_clean.py,250,outputs
src/pages/page01_data_basic_clean.py,290,experience_level
src/pages/page01_data_basic_clean.py,290,records
src/pages/page01_data_basic_clean.py,291,mean_salary
src/pages/page01_data_basic_clean.py,291,median_salary
src/pages/page01_data_basic_clean.py,348,+.2f
src/pages/page01_data_basic_clean.py,366,records
src/pages/page01_data_basic_clean.py,370,status
src/pages/page01_data_basic_clean.py,371,records
src/pages/page01_data_basic_clean.py,372,records
src/pages/page01_data_basic_clean.py,373,Salary Range Audit — Status
src/pages/page01_data_basic_clean.py,375,outside
src/pages/page01_data_basic_clean.py,380,annual_salary_usd
src/pages/page01_data_basic_clean.py,381,range_status
src/pages/page01_data_basic_clean.py,383,overlay
src/pages/page01_data_basic_clean.py,384,Actual Salary Distribution by Range Status
src/pages/page01_data_basic_clean.py,392,lines
src/pages/page01_data_basic_clean.py,392,Stated min
src/pages/page01_data_basic_clean.py,397,lines
src/pages/page01_data_basic_clean.py,397,Stated max
src/pages/page01_data_basic_clean.py,404,markers
src/pages/page01_data_basic_clean.py,405,Actual salary
src/pages/page01_data_basic_clean.py,434,records
src/pages/page01_data_basic_clean.py,438,status
src/pages/page01_data_basic_clean.py,439,records
src/pages/page01_data_basic_clean.py,440,records
src/pages/page01_data_basic_clean.py,441,Salary Tier Consistency — Status
src/pages/page01_data_basic_clean.py,449,auto
src/pages/page01_data_basic_clean.py,450,Stated Tier vs Expected Tier from Annual Salary
src/pages/page01_data_basic_clean.py,522,records
src/pages/page01_data_basic_clean.py,536,mean_salary
src/pages/page01_data_basic_clean.py,537,city
src/pages/page01_data_basic_clean.py,538,mean_salary
src/pages/page01_data_basic_clean.py,539,h
src/pages/page01_data_basic_clean.py,540,country
src/pages/page01_data_basic_clean.py,541,mean_salary
src/pages/page01_data_basic_clean.py,543,Mean Salary by City
src/pages/page01_data_basic_clean.py,545,"$%{text:,.0f}"
src/pages/page01_data_basic_clean.py,545,outside
src/pages/page01_data_basic_clean.py,564,Demand score vs salary
src/pages/page01_data_basic_clean.py,596,","
src/pages/page01_data_basic_clean.py,25,raw_rows
src/pages/page01_data_basic_clean.py,26,raw_columns
src/pages/page01_data_basic_clean.py,28,duplicate_rows_removed
src/pages/page01_data_basic_clean.py,32,clean_rows
src/pages/page01_data_basic_clean.py,33,clean_columns
src/pages/page01_data_basic_clean.py,194,01_data_basic_clean/raw_profile.csv
src/pages/page01_data_basic_clean.py,225,01_data_basic_clean/raw_profile.csv
src/pages/page01_data_basic_clean.py,226,01_data_basic_clean/raw_profile.csv
src/pages/page01_data_basic_clean.py,307,years_of_experience
src/pages/page01_data_basic_clean.py,309,annual_salary_usd
src/pages/page01_data_basic_clean.py,309,mean
src/pages/page01_data_basic_clean.py,310,annual_salary_usd
src/pages/page01_data_basic_clean.py,310,median
src/pages/page01_data_basic_clean.py,311,annual_salary_usd
src/pages/page01_data_basic_clean.py,311,size
src/pages/page01_data_basic_clean.py,321,$
src/pages/page01_data_basic_clean.py,365,status
src/pages/page01_data_basic_clean.py,418,.1f
src/pages/page01_data_basic_clean.py,433,status
src/pages/page01_data_basic_clean.py,466,.1f
src/pages/page01_data_basic_clean.py,542,records
src/pages/page01_data_basic_clean.py,558,years_of_experience
src/pages/page01_data_basic_clean.py,561,Salary by Years of Experience
src/pages/page01_data_basic_clean.py,609,+.2f
src/pages/page01_data_basic_clean.py,623,+.2f
src/pages/page01_data_basic_clean.py,281,experience_level
src/pages/page01_data_basic_clean.py,283,annual_salary_usd
src/pages/page01_data_basic_clean.py,283,mean
src/pages/page01_data_basic_clean.py,284,annual_salary_usd
src/pages/page01_data_basic_clean.py,284,median
src/pages/page01_data_basic_clean.py,285,annual_salary_usd
src/pages/page01_data_basic_clean.py,285,size
src/pages/page01_data_basic_clean.py,387,annual_salary_usd
src/pages/page01_data_basic_clean.py,451,Expected tier
src/pages/page01_data_basic_clean.py,451,Stated tier
src/pages/page01_data_basic_clean.py,451,Records
src/pages/page01_data_basic_clean.py,559,mean_salary
src/pages/page01_data_basic_clean.py,559,median_salary
src/pages/page01_data_basic_clean.py,562,value
src/pages/page01_data_basic_clean.py,562,variable
src/pages/page01_data_basic_clean.py,562,Salary (USD)
src/pages/page01_data_basic_clean.py,562,Metric
src/pages/page01_data_basic_clean.py,567,demand_score
src/pages/page01_data_basic_clean.py,568,annual_salary_usd
src/pages/page01_data_basic_clean.py,569,job_category
src/pages/page01_data_basic_clean.py,571,Demand Score vs Annual Salary
src/pages/page01_data_basic_clean.py,577,benefits_score_10
src/pages/page01_data_basic_clean.py,578,annual_salary_usd
src/pages/page01_data_basic_clean.py,579,job_category
src/pages/page01_data_basic_clean.py,581,Benefits Score vs Annual Salary
src/pages/page01_data_basic_clean.py,145,","
src/pages/page01_data_basic_clean.py,321,",.0f"
src/pages/page01_data_basic_clean.py,490,job_category
src/pages/page01_data_basic_clean.py,492,annual_salary_usd
src/pages/page01_data_basic_clean.py,492,mean
src/pages/page01_data_basic_clean.py,492,annual_salary_usd
src/pages/page01_data_basic_clean.py,492,size
src/pages/page01_data_basic_clean.py,570,job_title
src/pages/page01_data_basic_clean.py,570,country
src/pages/page01_data_basic_clean.py,570,years_of_experience
src/pages/page01_data_basic_clean.py,580,job_title
src/pages/page01_data_basic_clean.py,580,country
src/pages/page01_data_basic_clean.py,580,years_of_experience
src/pages/page01_data_basic_clean.py,341,years_of_experience
src/pages/page01_data_basic_clean.py,341,annual_salary_usd
src/pages/page01_data_basic_clean.py,509,country
src/pages/page01_data_basic_clean.py,511,annual_salary_usd
src/pages/page01_data_basic_clean.py,511,mean
src/pages/page01_data_basic_clean.py,511,annual_salary_usd
src/pages/page01_data_basic_clean.py,511,size
src/pages/page01_data_basic_clean.py,548,years_of_experience
src/pages/page01_data_basic_clean.py,550,annual_salary_usd
src/pages/page01_data_basic_clean.py,550,mean
src/pages/page01_data_basic_clean.py,551,annual_salary_usd
src/pages/page01_data_basic_clean.py,551,median
src/pages/page01_data_basic_clean.py,552,annual_salary_usd
src/pages/page01_data_basic_clean.py,552,size
src/pages/page01_data_basic_clean.py,530,annual_salary_usd
src/pages/page01_data_basic_clean.py,530,mean
src/pages/page01_data_basic_clean.py,530,annual_salary_usd
src/pages/page01_data_basic_clean.py,530,size
src/pages/page01_data_basic_clean.py,603,years_of_experience
src/pages/page01_data_basic_clean.py,603,annual_salary_usd
src/pages/page01_data_basic_clean.py,617,annual_salary_usd
src/pages/page01_data_basic_clean.py,528,city
src/pages/page01_data_basic_clean.py,528,country
src/pages/page02_data_ready.py,13,admin
src/pages/page02_data_ready.py,15,2. Data Ready for Machine Learning
src/pages/page02_data_ready.py,17,Common Foundation — Stage 4 Feature Importance & Leakage Prevention → Stage 5 Feature Selection → Branch B B1–B3 Temporal Split & TRAIN-only Preprocessing
src/pages/page02_data_ready.py,19,02_data_ready_for_ml/feature_policy.csv
src/pages/page02_data_ready.py,20,02_data_ready_for_ml/temporal_split_summary.json
src/pages/page02_data_ready.py,21,02_data_ready_for_ml/preprocessing_contract.json
src/pages/page02_data_ready.py,22,02_data_ready_for_ml/train_encoded_correlations.csv
src/pages/page02_data_ready.py,23,02_data_ready_for_ml/ablation_results.csv
src/pages/page02_data_ready.py,25,02_data_ready_for_ml/monthly_split_counts.csv
src/pages/page02_data_ready.py,30,02_data_ready_for_ml/preprocessing_feature_map.csv
src/pages/page02_data_ready.py,35,02_data_ready_for_ml/numeric_scaling_summary.csv
src/pages/page02_data_ready.py,40,02_data_ready_for_ml/skill_token_summary.csv
src/pages/page02_data_ready.py,45,02_data_ready_for_ml/skill_target_correlations.csv
src/pages/page02_data_ready.py,63,Stage 4 · Governance & Correlation
src/pages/page02_data_ready.py,64,Stage 5 · Ablation & Selection
src/pages/page02_data_ready.py,65,B1–B3 · Temporal Split & Preprocessing
src/pages/page02_data_ready.py,66,Skills Analysis
src/pages/page02_data_ready.py,67,Interactive Chart Explorer
src/pages/page02_data_ready.py,68,Evidence Tables
src/pages/page02_data_ready.py,72,### Stage 4 — Feature Importance & Leakage Prevention
src/pages/page02_data_ready.py,85,Top encoded correlations
src/pages/page02_data_ready.py,87,Correlation view
src/pages/page02_data_ready.py,93,Positive only
src/pages/page02_data_ready.py,99,pearson_r
src/pages/page02_data_ready.py,110,p2_corr
src/pages/page02_data_ready.py,112,Correlation is computed on TRAIN/DEV only. It is diagnostic association and does not establish causality.
src/pages/page02_data_ready.py,120,The leakage gate is intentionally stricter than simple correlation ranking: target-adjacent or contradictory fields remain blocked even if they look predictive.
src/pages/page02_data_ready.py,121,"Use correlations to diagnose signal concentration, but let feature policy and temporal ablation decide what can enter the model."
src/pages/page02_data_ready.py,122,warning
src/pages/page02_data_ready.py,126,### Stage 5 — Feature Selection / Ablation
src/pages/page02_data_ready.py,128,Ablation comparison metric
src/pages/page02_data_ready.py,130,R2_mean
src/pages/page02_data_ready.py,145,p2_ablation
src/pages/page02_data_ready.py,175,Ablation isolates incremental predictive contribution; it does not automatically override leakage or deployment-governance rules.
src/pages/page02_data_ready.py,176,Retain only feature families whose out-of-time improvement is material and semantically defensible.
src/pages/page02_data_ready.py,181,### B1–B3 — Locked Temporal Test & TRAIN-only Preprocessing
src/pages/page02_data_ready.py,203,"Time ordering is preserved and all learned preprocessing objects are fit on DEV only, preventing look-ahead through category vocabularies or scaling statistics."
src/pages/page02_data_ready.py,204,Do not inspect locked-test labels during model-family comparison or tuning; open them only after the configuration is frozen.
src/pages/page02_data_ready.py,205,success
src/pages/page02_data_ready.py,228,02_data_ready_for_ml/development_raw.csv
src/pages/page02_data_ready.py,229,02_data_ready_for_ml/train_preprocessed.csv
src/pages/page02_data_ready.py,288,### Skills — Multi-hot Encoding Evidence
src/pages/page02_data_ready.py,348,### Interactive Chart Explorer
src/pages/page02_data_ready.py,351,Choose evidence view
src/pages/page02_data_ready.py,359,p2_explorer_select
src/pages/page02_data_ready.py,361,Top N
src/pages/page02_data_ready.py,362,Top feature-family correlation
src/pages/page02_data_ready.py,433,p2_explorer
src/pages/page02_data_ready.py,437,"Use the selector to test whether the same conclusion persists across correlation, split, ablation and skills views."
src/pages/page02_data_ready.py,438,"If a conclusion changes materially by view, treat the feature as uncertain and prioritize temporal-validation evidence."
src/pages/page02_data_ready.py,439,info
src/pages/page02_data_ready.py,443,Feature Governance Policy
src/pages/page02_data_ready.py,443,p2_policy
src/pages/page02_data_ready.py,444,TRAIN-only Encoded Correlations
src/pages/page02_data_ready.py,444,p2_corr_table
src/pages/page02_data_ready.py,445,Ablation Results
src/pages/page02_data_ready.py,445,p2_ablation_table
src/pages/page02_data_ready.py,53,Allowed raw inputs
src/pages/page02_data_ready.py,54,Blocked fields
src/pages/page02_data_ready.py,55,DEV rows
src/pages/page02_data_ready.py,56,Locked test rows
src/pages/page02_data_ready.py,57,Encoded train features
src/pages/page02_data_ready.py,81,p2_policy_pie
src/pages/page02_data_ready.py,84,correlation
src/pages/page02_data_ready.py,85,p2_corr_topn
src/pages/page02_data_ready.py,88,Absolute strongest
src/pages/page02_data_ready.py,88,Positive only
src/pages/page02_data_ready.py,88,Negative only
src/pages/page02_data_ready.py,90,p2_corr_dir
src/pages/page02_data_ready.py,94,pearson_r
src/pages/page02_data_ready.py,95,Negative only
src/pages/page02_data_ready.py,102,encoded_feature
src/pages/page02_data_ready.py,103,pearson_r
src/pages/page02_data_ready.py,104,h
src/pages/page02_data_ready.py,105,pearson_r
src/pages/page02_data_ready.py,106,TRAIN-only Encoded Feature Correlation with annual_salary_usd
src/pages/page02_data_ready.py,108,%{text:+.2f}
src/pages/page02_data_ready.py,108,outside
src/pages/page02_data_ready.py,119,Governance keeps 
src/pages/page02_data_ready.py,119, raw serving inputs and blocks 
src/pages/page02_data_ready.py,119, fields. Strongest TRAIN-only encoded association is 
src/pages/page02_data_ready.py,119, at r=
src/pages/page02_data_ready.py,119,.
src/pages/page02_data_ready.py,128,MAE_mean
src/pages/page02_data_ready.py,128,RMSE_mean
src/pages/page02_data_ready.py,128,R2_mean
src/pages/page02_data_ready.py,128,p2_abl_metric
src/pages/page02_data_ready.py,134,option
src/pages/page02_data_ready.py,136,h
src/pages/page02_data_ready.py,141,MAE_mean
src/pages/page02_data_ready.py,141,RMSE_mean
src/pages/page02_data_ready.py,148,Best ablation by temporal-CV MAE: **
src/pages/page02_data_ready.py,148,** at **
src/pages/page02_data_ready.py,148,**. This evidence is used diagnostically; governance rules still control the serving contract.
src/pages/page02_data_ready.py,159,stretch
src/pages/page02_data_ready.py,174,Best ablation is 
src/pages/page02_data_ready.py,174, with mean temporal-CV MAE 
src/pages/page02_data_ready.py,174,", a "
src/pages/page02_data_ready.py,174,% improvement versus the conservative reference shown here.
src/pages/page02_data_ready.py,177,success
src/pages/page02_data_ready.py,177,warning
src/pages/page02_data_ready.py,183,Locked period: **
src/pages/page02_data_ready.py,183,** — 
src/pages/page02_data_ready.py,183, rows (
src/pages/page02_data_ready.py,183,"%). The locked period is excluded from CV, feature selection and preprocessing fitting."
src/pages/page02_data_ready.py,196,p2_monthly
src/pages/page02_data_ready.py,198,The ColumnTransformer was fitted on DEV only and produced **
src/pages/page02_data_ready.py,198, encoded features**. Test data are transformed with the frozen objects only — no re-fitting.
src/pages/page02_data_ready.py,202,DEV contains 
src/pages/page02_data_ready.py,202, rows; locked 
src/pages/page02_data_ready.py,202, contains 
src/pages/page02_data_ready.py,202, rows (
src/pages/page02_data_ready.py,202,%). The frozen preprocessor expands the approved raw contract to 
src/pages/page02_data_ready.py,202, columns.
src/pages/page02_data_ready.py,237,Numeric feature distribution — before vs after scaling
src/pages/page02_data_ready.py,278,Inspect encoded columns from original feature
src/pages/page02_data_ready.py,290,No skill-token summary is available for this run.
src/pages/page02_data_ready.py,292,Top skills
src/pages/page02_data_ready.py,294,Skill chart metric
src/pages/page02_data_ready.py,308,salary_mean
src/pages/page02_data_ready.py,312,p2_skill_chart
src/pages/page02_data_ready.py,327,records
src/pages/page02_data_ready.py,342,Sparse skills can be useful for scenario detail but unstable for inference if they have little support.
src/pages/page02_data_ready.py,343,"Keep the full TRAIN vocabulary for the serving contract, but avoid claiming rare skills are reliable salary drivers without external validation."
src/pages/page02_data_ready.py,353,Top feature-family correlation
src/pages/page02_data_ready.py,354,Top encoded Pearson correlation
src/pages/page02_data_ready.py,355,Temporal monthly split
src/pages/page02_data_ready.py,356,Ablation comparison
src/pages/page02_data_ready.py,357,Skill frequency vs salary
src/pages/page02_data_ready.py,361,p2_explorer_topn
src/pages/page02_data_ready.py,375,signed_r
src/pages/page02_data_ready.py,387,Top encoded Pearson correlation
src/pages/page02_data_ready.py,436,Explorer view: 
src/pages/page02_data_ready.py,436,". The visual is generated from the active run's saved TRAIN/DEV evidence, not hard-coded values."
src/pages/page02_data_ready.py,447,Encoding / Feature Construction Map
src/pages/page02_data_ready.py,447,p2_feature_map
src/pages/page02_data_ready.py,449,Numeric Scaling Summary
src/pages/page02_data_ready.py,449,p2_scaling_table
src/pages/page02_data_ready.py,451,Skill Token Summary
src/pages/page02_data_ready.py,451,p2_skill_table
src/pages/page02_data_ready.py,456,Skill-target Correlation (TRAIN only)
src/pages/page02_data_ready.py,457,p2_skill_corr_table
src/pages/page02_data_ready.py,26,outputs/02_data_ready_for_ml/monthly_split_counts.csv
src/pages/page02_data_ready.py,31,outputs/02_data_ready_for_ml/preprocessing_feature_map.csv
src/pages/page02_data_ready.py,36,outputs/02_data_ready_for_ml/numeric_scaling_summary.csv
src/pages/page02_data_ready.py,41,outputs/02_data_ready_for_ml/skill_token_summary.csv
src/pages/page02_data_ready.py,46,outputs/02_data_ready_for_ml/skill_target_correlations.csv
src/pages/page02_data_ready.py,57,encoded_feature_count
src/pages/page02_data_ready.py,77,policy
src/pages/page02_data_ready.py,78,Feature Governance Mix
src/pages/page02_data_ready.py,83,stretch
src/pages/page02_data_ready.py,96,pearson_r
src/pages/page02_data_ready.py,98,abs_r
src/pages/page02_data_ready.py,114,abs_r
src/pages/page02_data_ready.py,138,feature_count
src/pages/page02_data_ready.py,138,features
src/pages/page02_data_ready.py,139,Ablation Study — 
src/pages/page02_data_ready.py,142,"$%{text:,.0f}"
src/pages/page02_data_ready.py,142,outside
src/pages/page02_data_ready.py,144,%{text:.3f}
src/pages/page02_data_ready.py,144,outside
src/pages/page02_data_ready.py,146,MAE_mean
src/pages/page02_data_ready.py,153,MAE_mean
src/pages/page02_data_ready.py,154,MAE_std
src/pages/page02_data_ready.py,155,RMSE_mean
src/pages/page02_data_ready.py,156,R2_mean
src/pages/page02_data_ready.py,153,"${:,.0f}"
src/pages/page02_data_ready.py,154,"${:,.0f}"
src/pages/page02_data_ready.py,155,"${:,.0f}"
src/pages/page02_data_ready.py,156,{:.3f}
src/pages/page02_data_ready.py,188,period
src/pages/page02_data_ready.py,189,records
src/pages/page02_data_ready.py,190,split
src/pages/page02_data_ready.py,191,stack
src/pages/page02_data_ready.py,192,records
src/pages/page02_data_ready.py,193,Monthly Posting Volume & Locked Temporal Test
src/pages/page02_data_ready.py,195,outside
src/pages/page02_data_ready.py,217,p2_scaling_mean
src/pages/page02_data_ready.py,226,p2_scaling_std
src/pages/page02_data_ready.py,232,years_of_experience
src/pages/page02_data_ready.py,232,demand_score
src/pages/page02_data_ready.py,232,benefits_score_10
src/pages/page02_data_ready.py,232,skill_count
src/pages/page02_data_ready.py,239,p2_scale_feature
src/pages/page02_data_ready.py,262,p2_scale_distribution
src/pages/page02_data_ready.py,280,p2_map_original
src/pages/page02_data_ready.py,283,All
src/pages/page02_data_ready.py,285,stretch
src/pages/page02_data_ready.py,292,p2_skill_topn
src/pages/page02_data_ready.py,295,records
src/pages/page02_data_ready.py,295,salary_mean
src/pages/page02_data_ready.py,295,years_mean
src/pages/page02_data_ready.py,296,p2_skill_metric
src/pages/page02_data_ready.py,298,records
src/pages/page02_data_ready.py,301,skill
src/pages/page02_data_ready.py,303,h
src/pages/page02_data_ready.py,314,pearson_r
src/pages/page02_data_ready.py,326,p2_skill_corr
src/pages/page02_data_ready.py,329,Skills with fewer than 50 records: 
src/pages/page02_data_ready.py,329, of 
src/pages/page02_data_ready.py,329, tokens in the current TRAIN vocabulary.
src/pages/page02_data_ready.py,331,Skills with <50 records
src/pages/page02_data_ready.py,338, Strongest skill-target |r| is 
src/pages/page02_data_ready.py,338, at r=
src/pages/page02_data_ready.py,338,.
src/pages/page02_data_ready.py,341,Most frequent TRAIN skill is 
src/pages/page02_data_ready.py,341, (
src/pages/page02_data_ready.py,341, records). 
src/pages/page02_data_ready.py,341,% of skill tokens occur in fewer than 50 records.
src/pages/page02_data_ready.py,344,warning
src/pages/page02_data_ready.py,344,info
src/pages/page02_data_ready.py,364,Feature map is unavailable.
src/pages/page02_data_ready.py,366,encoded_feature
src/pages/page02_data_ready.py,366,left
src/pages/page02_data_ready.py,379,original_feature
src/pages/page02_data_ready.py,380,signed_r
src/pages/page02_data_ready.py,381,h
src/pages/page02_data_ready.py,382,signed_r
src/pages/page02_data_ready.py,383,Top Feature-family Correlation on TRAIN
src/pages/page02_data_ready.py,385,%{text:+.2f}
src/pages/page02_data_ready.py,385,outside
src/pages/page02_data_ready.py,388,pearson_r
src/pages/page02_data_ready.py,399,Temporal monthly split
src/pages/page02_data_ready.py,115,BLOCK
src/pages/page02_data_ready.py,116,ALLOW
src/pages/page02_data_ready.py,119,+.2f
src/pages/page02_data_ready.py,131,R2_mean
src/pages/page02_data_ready.py,148,option
src/pages/page02_data_ready.py,164,Conservative
src/pages/page02_data_ready.py,174,option
src/pages/page02_data_ready.py,174,.1f
src/pages/page02_data_ready.py,183,locked_test_period_label
src/pages/page02_data_ready.py,183,locked_test_rows
src/pages/page02_data_ready.py,183,","
src/pages/page02_data_ready.py,183,locked_test_pct
src/pages/page02_data_ready.py,183,.1f
src/pages/page02_data_ready.py,198,encoded_feature_count
src/pages/page02_data_ready.py,202,development_rows
src/pages/page02_data_ready.py,202,","
src/pages/page02_data_ready.py,202,locked_test_period_label
src/pages/page02_data_ready.py,202,locked_test_rows
src/pages/page02_data_ready.py,202,","
src/pages/page02_data_ready.py,202,locked_test_pct
src/pages/page02_data_ready.py,202,.1f
src/pages/page02_data_ready.py,202,encoded_feature_count
src/pages/page02_data_ready.py,212,feature
src/pages/page02_data_ready.py,214,group
src/pages/page02_data_ready.py,215,Numeric Feature Means — Before vs After Scaling
src/pages/page02_data_ready.py,221,feature
src/pages/page02_data_ready.py,223,group
src/pages/page02_data_ready.py,224,Numeric Feature Standard Deviation — Before vs After Scaling
src/pages/page02_data_ready.py,246,value
src/pages/page02_data_ready.py,246,state
src/pages/page02_data_ready.py,246,Before scaling
src/pages/page02_data_ready.py,249,value
src/pages/page02_data_ready.py,249,state
src/pages/page02_data_ready.py,249,After scaling
src/pages/page02_data_ready.py,254,value
src/pages/page02_data_ready.py,255,state
src/pages/page02_data_ready.py,257,overlay
src/pages/page02_data_ready.py,259,box
src/pages/page02_data_ready.py,272,"Scaling changes units, not information content. The same frozen transform is applied to the locked test."
src/pages/page02_data_ready.py,273,Use the post-scaling distribution to verify that preprocessing behaves as expected; do not fit a separate scaler on test data.
src/pages/page02_data_ready.py,274,info
src/pages/page02_data_ready.py,279,All
src/pages/page02_data_ready.py,298,years_mean
src/pages/page02_data_ready.py,305,records
src/pages/page02_data_ready.py,305,salary_mean
src/pages/page02_data_ready.py,305,salary_median
src/pages/page02_data_ready.py,305,years_mean
src/pages/page02_data_ready.py,306,Top Skill Tokens — 
src/pages/page02_data_ready.py,309,"$%{text:,.0f}"
src/pages/page02_data_ready.py,309,outside
src/pages/page02_data_ready.py,311,"%{text:,.1f}"
src/pages/page02_data_ready.py,311,outside
src/pages/page02_data_ready.py,317,skill
src/pages/page02_data_ready.py,318,pearson_r
src/pages/page02_data_ready.py,319,h
src/pages/page02_data_ready.py,320,pearson_r
